	Name	Brand	Price	Old Price	Url	Category	Family	Section
0	Evolve II Triclimate Jacket	The North Face 	160.00 €	200.00 €	/the-north-face-evolve-ii-triclimate-jacket/p-44527?idvariedad=179712&opt=d	Caquetas	Impermeables	Hombre
1	Beta AR Jacket	Arc'teryx 	440.00 €	550.00 €	/arcteryx-beta-ar-jacket/p-80305?idvariedad=321250&opt=d	Caquetas	Impermeables	Hombre
2	Alpha AR Jacket	Arc'teryx 	464.00 €	580.00 €	/arcteryx-alpha-ar-jacket/p-58710?idvariedad=285656&opt=d	Caquetas	Impermeables	Hombre
3	Core Evo Jacket	Montura 	300.10 €	478.50 €	/montura-core-evo-jacket/p-73141?idvariedad=295967&opt=d	Caquetas	Impermeables	Hombre
4	Beta AR Jacket	Arc'teryx 	550.00 €	550.00 €	/arcteryx-beta-ar-jacket/p-89624?idvariedad=366088&opt=d	Caquetas	Impermeables	Hombre
5	Core Evo Jacket	Montura 	300.00 €	500.00 €	/montura-core-evo-jacket/p-96187?idvariedad=389399&opt=d	Caquetas	Impermeables	Hombre
6	Beta SL Hybrid Jacket	Arc'teryx 	304.00 €	380.00 €	/arcteryx-beta-sl-hybrid-jacket/p-78078?idvariedad=310375&opt=d	Caquetas	Impermeables	Hombre
7	Beta AR Jacket	Arc'teryx 	440.00 €	550.00 €	/arcteryx-beta-ar-jacket/p-80134?idvariedad=320736&opt=d	Caquetas	Impermeables	Hombre
8	Core Evo Jacket	Montura 	300.00 €	500.00 €	/montura-core-evo-jacket/p-96188?idvariedad=389400&opt=d	Caquetas	Impermeables	Hombre
9	Hyperair GTX Trail Jkt	The North Face 	214.40 €	300.00 €	/the-north-face-hyperair-gtx-trail-jkt/p-71659?idvariedad=288897&opt=d	Caquetas	Impermeables	Hombre
10	Resolve Insulated Jacket	The North Face 	107.95 €	160.00 €	/the-north-face-resolve-insulated-jacket/p-36448?idvariedad=144550&opt=d	Caquetas	Impermeables	Hombre
11	Kabru Triclimate	The North Face 	252.00 €	280.00 €	/the-north-face-kabru-triclimate/p-90443?idvariedad=369469&opt=d	Caquetas	Impermeables	Hombre
12	Downpour Jacket	Rab 	129.95 €	129.95 €	/rab-downpour-jacket/p-94304?idvariedad=383633&opt=d	Caquetas	Impermeables	Hombre
13	Kinetic Plus Jkt	Rab 	159.96 €	199.95 €	/rab-kinetic-plus-jkt/p-80339?idvariedad=321577&opt=d	Caquetas	Impermeables	Hombre
14	Impendor Shell Jacket	The North Face 	378.00 €	420.00 €	/the-north-face-impendor-shell-jacket/p-90456?idvariedad=369520&opt=d	Caquetas	Impermeables	Hombre
15	Beta LT Jacket	Arc'teryx 	306.45 €	500.00 €	/arcteryx-beta-lt-jacket/p-72540?idvariedad=293567&opt=d	Caquetas	Impermeables	Hombre
16	Energy Star Jacket	Montura 	289.00 €	289.00 €	/montura-energy-star-jacket/p-94131?idvariedad=382798&opt=d	Caquetas	Impermeables	Hombre
17	Evolve II Triclimate Jacket	The North Face 	193.50 €	215.00 €	/the-north-face-evolve-ii-triclimate-jacket/p-90473?idvariedad=369584&opt=d	Caquetas	Impermeables	Hombre
18	Core Evo Jacket	Montura 	300.00 €	500.00 €	/montura-core-evo-jacket/p-96186?idvariedad=389396&opt=d	Caquetas	Impermeables	Hombre
19	Lostmor GTX Jkt	Ternua 	240.00 €	399.95 €	/ternua-lostmor-gtx-jkt/p-89576?idvariedad=365836&opt=d	Caquetas	Impermeables	Hombre
20	Torrentshell Jacket	Patagonia 	95.95 €	140.00 €	/patagonia-torrentshell-jacket/p-70819?idvariedad=286855&opt=d	Caquetas	Impermeables	Hombre
21	Refugitive Jacket	Patagonia 	405.00 €	450.00 €	/patagonia-refugitive-jacket/p-89687?idvariedad=366335&opt=d	Caquetas	Impermeables	Hombre
22	Purna 3L Jacket	The North Face 	144.00 €	240.00 €	/the-north-face-purna-3l-jacket/p-92565?idvariedad=375999&opt=d	Caquetas	Impermeables	Hombre
23	Kinetic Plus Jacket	Rab 	159.96 €	199.95 €	/rab-kinetic-plus-jacket/p-80336?idvariedad=321574&opt=d	Caquetas	Impermeables	Hombre
24	Galvanized Jacket	Patagonia 	224.04 €	350.00 €	/patagonia-galvanized-jacket/p-94949?idvariedad=386073&opt=d	Caquetas	Impermeables	Hombre
25	Beta AR Jacket	Arc'teryx 	440.00 €	550.00 €	/arcteryx-beta-ar-jacket/p-80264?idvariedad=321116&opt=d	Caquetas	Impermeables	Hombre
26	Keiryo Diad II Jacket	The North Face 	133.57 €	220.00 €	/the-north-face-keiryo-diad-ii-jacket/p-79754?idvariedad=319272&opt=d	Caquetas	Impermeables	Hombre
27	Venture 2 Jacket	The North Face 	111.65 €	140.00 €	/the-north-face-venture-2-jacket/p-79966?idvariedad=319748&opt=d	Caquetas	Impermeables	Hombre
28	Spitz Jacket	Haglöfs 	400.00 €	500.00 €	/haglofs-spitz-jacket/p-72357?idvariedad=292691&opt=d	Caquetas	Impermeables	Hombre
29	Stretch Rainshadow Jacket	Patagonia 	165.85 €	230.00 €	/patagonia-stretch-rainshadow-jacket/p-79445?idvariedad=316184&opt=d	Caquetas	Impermeables	Hombre
30	Beta AR Jacket	Arc'teryx 	550.00 €	550.00 €	/arcteryx-beta-ar-jacket/p-89635?idvariedad=366131&opt=d	Caquetas	Impermeables	Hombre
31	Squamish Cis Jacket	Helly Hansen 	113.97 €	189.95 €	/helly-hansen-squamish-cis-jacket/p-44033?idvariedad=238404&opt=d	Caquetas	Impermeables	Hombre
32	Downpour Jacket	Rab 	103.96 €	129.95 €	/rab-downpour-jacket/p-80363?idvariedad=321607&opt=d	Caquetas	Impermeables	Hombre
33	Alpha SL Jacket	Arc'teryx 	270.00 €	300.00 €	/arcteryx-alpha-sl-jacket/p-80289?idvariedad=321187&opt=d	Caquetas	Impermeables	Hombre
34	Manglar Jacket	Trangoworld 	237.90 €	339.90 €	/trangoworld-manglar-jacket/p-74631?idvariedad=299032&opt=d	Caquetas	Impermeables	Hombre
35	Norvan SL Hoody	Arc'teryx 	300.00 €	300.00 €	/arcteryx-norvan-sl-hoody/p-89623?idvariedad=366085&opt=d	Caquetas	Impermeables	Hombre
36	Beta AR Jacket	Arc'teryx 	440.00 €	550.00 €	/arcteryx-beta-ar-jacket/p-80214?idvariedad=320902&opt=d	Caquetas	Impermeables	Hombre
37	Beta LT Jacket	Arc'teryx 	306.45 €	500.00 €	/arcteryx-beta-lt-jacket/p-71235?idvariedad=287680&opt=d	Caquetas	Impermeables	Hombre
38	Keiryo Diad II Jacket	The North Face 	121.45 €	220.00 €	/the-north-face-keiryo-diad-ii-jacket/p-79796?idvariedad=319344&opt=d	Caquetas	Impermeables	Hombre
39	Torrentshell Jacket	Patagonia 	140.00 €	140.00 €	/patagonia-torrentshell-jacket/p-89691?idvariedad=366350&opt=d	Caquetas	Impermeables	Hombre
40	Magic 2.0 Jacket	Montura 	319.00 €	319.00 €	/montura-magic-2.0-jacket/p-94132?idvariedad=382802&opt=d	Caquetas	Impermeables	Hombre
41	Millerton Jacket	The North Face 	103.70 €	130.00 €	/the-north-face-millerton-jacket/p-79705?idvariedad=319204&opt=d	Caquetas	Impermeables	Hombre
42	Sideward Jacket	Crazy 	119.20 €	149.00 €	/crazy-sideward-jacket/p-95272?idvariedad=386965&opt=d	Caquetas	Impermeables	Hombre
43	Torrentshell Jacket	Patagonia 	101.00 €	140.00 €	/patagonia-torrentshell-jacket/p-79543?idvariedad=316948&opt=d	Caquetas	Impermeables	Hombre
44	Precip Jacket	Marmot 	71.54 €	100.00 €	/marmot-precip-jacket/p-42428?idvariedad=172186&opt=d	Caquetas	Impermeables	Hombre
45	Roc Spirit Jacket	Haglöfs 	360.00 €	450.00 €	/haglofs-roc-spirit-jacket/p-76761?idvariedad=306141&opt=d	Caquetas	Impermeables	Hombre
46	Alpha FL Jacket	Arc'teryx 	320.00 €	400.00 €	/arcteryx-alpha-fl-jacket/p-80088?idvariedad=320677&opt=d	Caquetas	Impermeables	Hombre
47	Gea 3 2X Jacket	Salewa 	156.00 €	260.00 €	/salewa-gea-3-2x-jacket/p-60087?idvariedad=242620&opt=d	Caquetas	Impermeables	Hombre
48	Alpha Sv Jacket	Arc'teryx 	600.00 €	750.00 €	/arcteryx-alpha-sv-jacket/p-58709?idvariedad=287734&opt=d	Caquetas	Impermeables	Hombre
49	Purna 2L Jacket	The North Face 	171.00 €	190.00 €	/the-north-face-purna-2l-jacket/p-92572?idvariedad=376034&opt=d	Caquetas	Impermeables	Hombre
50	Stratos Jacket	The North Face 	127.60 €	160.00 €	/the-north-face-stratos-jacket/p-79995?idvariedad=319913&opt=d	Caquetas	Impermeables	Hombre
51	Bonatti WP Jacket	Salomon 	153.00 €	170.00 €	/salomon-bonatti-wp-jacket/p-94268?idvariedad=383464&opt=d	Caquetas	Impermeables	Hombre
52	Resolve 2 Jacket	The North Face 	90.00 €	100.00 €	/the-north-face-resolve-2-jacket/p-90467?idvariedad=369557&opt=d	Caquetas	Impermeables	Hombre
53	Quest Jacket	The North Face 	66.95 €	100.00 €	/the-north-face-quest-jacket/p-90392?idvariedad=369397&opt=d	Caquetas	Impermeables	Hombre
54	Precip Jacket	Marmot 	84.95 €	120.00 €	/marmot-precip-jacket/p-81406?idvariedad=325875&opt=d	Caquetas	Impermeables	Hombre
55	Traverse	Ternua 	179.01 €	299.95 €	/ternua-traverse/p-84205?idvariedad=338071&opt=d	Caquetas	Impermeables	Hombre
56	Resolve 2 Jacket	The North Face 	67.00 €	100.00 €	/the-north-face-resolve-2-jacket/p-80057?idvariedad=320555&opt=d	Caquetas	Impermeables	Hombre
57	Motion Jacket	Ternua 	77.90 €	129.95 €	/ternua-motion-jacket/p-84232?idvariedad=338171&opt=d	Caquetas	Impermeables	Hombre
58	Purna 3L Jacket	The North Face 	144.00 €	240.00 €	/the-north-face-purna-3l-jacket/p-92602?idvariedad=376181&opt=d	Caquetas	Impermeables	Hombre
59	Purna 2.5L Jacket	The North Face 	128.00 €	160.00 €	/the-north-face-purna-2.5l-jacket/p-79890?idvariedad=319529&opt=d	Caquetas	Impermeables	Hombre
60	Stratos Jacket	The North Face 	127.60 €	160.00 €	/the-north-face-stratos-jacket/p-79729?idvariedad=319239&opt=d	Caquetas	Impermeables	Hombre
61	Hail Jacket	La Sportiva 	159.99 €	199.99 €	/la-sportiva-hail-jacket/p-80994?idvariedad=324007&opt=d	Caquetas	Impermeables	Hombre
62	3L Ortler Jacket	Ortovox 	424.00 €	530.00 €	/ortovox-3l-ortler-jacket/p-80334?idvariedad=321571&opt=d	Caquetas	Impermeables	Hombre
63	Keiryo Diad II Jacket	The North Face 	133.57 €	220.00 €	/the-north-face-keiryo-diad-ii-jacket/p-79765?idvariedad=319287&opt=d	Caquetas	Impermeables	Hombre
64	Alpha Sv Jacket	Arc'teryx 	600.00 €	750.00 €	/arcteryx-alpha-sv-jacket/p-58709?idvariedad=293647&opt=d	Caquetas	Impermeables	Hombre
65	Spitz Jacket	Haglöfs 	400.00 €	500.00 €	/haglofs-spitz-jacket/p-76760?idvariedad=306138&opt=d	Caquetas	Impermeables	Hombre
66	Diablo Creek Rain Shell	Columbia 	62.95 €	99.95 €	/columbia-diablo-creek-rain-shell/p-82069?idvariedad=329023&opt=d	Caquetas	Impermeables	Hombre
67	Precip Jacket	Marmot 	96.00 €	120.00 €	/marmot-precip-jacket/p-81404?idvariedad=325872&opt=d	Caquetas	Impermeables	Hombre
68	Precip Jacket	Marmot 	96.00 €	120.00 €	/marmot-precip-jacket/p-81405?idvariedad=325873&opt=d	Caquetas	Impermeables	Hombre
69	Stratos Jacket	The North Face 	100.95 €	160.00 €	/the-north-face-stratos-jacket/p-90397?idvariedad=369403&opt=d	Caquetas	Impermeables	Hombre
70	L.I.M Proof Multi Jacket	Haglöfs 	135.85 €	200.00 €	/haglofs-l.i.m-proof-multi-jacket/p-80419?idvariedad=321715&opt=d	Caquetas	Impermeables	Hombre
71	Tanken Jacket	The North Face 	95.70 €	120.00 €	/the-north-face-tanken-jacket/p-66722?idvariedad=273254&opt=d	Caquetas	Impermeables	Hombre
72	Shinpuru II Jacket	The North Face 	201.45 €	320.00 €	/the-north-face-shinpuru-ii-jacket/p-79961?idvariedad=320340&opt=d	Caquetas	Impermeables	Hombre
73	Magic 2.0 Jacket	Montura 	319.00 €	319.00 €	/montura-magic-2.0-jacket/p-94132?idvariedad=382803&opt=d	Caquetas	Impermeables	Hombre
74	Apex Flex GTX 2.0 Jacket	The North Face 	191.45 €	300.00 €	/the-north-face-apex-flex-gtx-2.0-jacket/p-79856?idvariedad=319449&opt=d	Caquetas	Impermeables	Hombre
75	Precip Jacket	Marmot 	79.23 €	120.00 €	/marmot-precip-jacket/p-81433?idvariedad=325935&opt=d	Caquetas	Impermeables	Hombre
76	Resolve Insulate Jacket	The North Face 	96.00 €	160.00 €	/the-north-face-resolve-insulate-jacket/p-71614?idvariedad=288771&opt=d	Caquetas	Impermeables	Hombre
77	L.I.M Comp Jacket	Haglöfs 	240.00 €	300.00 €	/haglofs-l.i.m-comp-jacket/p-80467?idvariedad=321860&opt=d	Caquetas	Impermeables	Hombre
78	Energy Star Jacket	Montura 	232.00 €	290.00 €	/montura-energy-star-jacket/p-80654?idvariedad=322418&opt=d	Caquetas	Impermeables	Hombre
79	Element Blocker Interchange Jacket	Columbia 	107.90 €	179.95 €	/columbia-element-blocker-interchange-jacket/p-71580?idvariedad=288627&opt=d	Caquetas	Impermeables	Hombre
80	Bonatti Race WP Jacket	Salomon 	127.95 €	150.00 €	/salomon-bonatti-race-wp-jacket/p-94262?idvariedad=383440&opt=d	Caquetas	Impermeables	Hombre
81	Koda Parka	Arc'teryx 	270.00 €	450.00 €	/arcteryx-koda-parka/p-58800?idvariedad=235676&opt=d	Caquetas	Impermeables	Hombre
82	Quest Jacket	The North Face 	75.00 €	110.00 €	/the-north-face-quest-jacket/p-41995?idvariedad=169499&opt=d	Caquetas	Impermeables	Hombre
83	Frost Peak Jacket	The North Face 	108.99 €	160.00 €	/the-north-face-frost-peak-jacket/p-92621?idvariedad=376298&opt=d	Caquetas	Impermeables	Hombre
84	L.I.M. III Jacket	Haglöfs 	200.00 €	250.00 €	/haglofs-l.i.m.-iii-jacket/p-47191?idvariedad=289187&opt=d	Caquetas	Impermeables	Hombre
85	Precip Jacket	Marmot 	71.54 €	100.00 €	/marmot-precip-jacket/p-42428?idvariedad=296444&opt=d	Caquetas	Impermeables	Hombre
86	Torrentshell Jkt	Patagonia 	84.00 €	140.00 €	/patagonia-torrentshell-jkt/p-70826?idvariedad=286878&opt=d	Caquetas	Impermeables	Hombre
87	Element Blocker Interchange Jacket	Columbia 	107.90 €	179.95 €	/columbia-element-blocker-interchange-jacket/p-80726?idvariedad=322675&opt=d	Caquetas	Impermeables	Hombre
88	Evolve II Triclimate Jacket	The North Face 	160.00 €	200.00 €	/the-north-face-evolve-ii-triclimate-jacket/p-44527?idvariedad=277200&opt=d	Caquetas	Impermeables	Hombre
89	Hail Jacket	La Sportiva 	159.99 €	199.99 €	/la-sportiva-hail-jacket/p-81032?idvariedad=324079&opt=d	Caquetas	Impermeables	Hombre
90	Torrentshell Jacket	Patagonia 	89.64 €	140.00 €	/patagonia-torrentshell-jacket/p-79398?idvariedad=316103&opt=d	Caquetas	Impermeables	Hombre
91	Precip Jacket	Marmot 	94.00 €	120.00 €	/marmot-precip-jacket/p-81427?idvariedad=325911&opt=d	Caquetas	Impermeables	Hombre
92	Resolve 2 Jacket	The North Face 	63.95 €	110.00 €	/the-north-face-resolve-2-jacket/p-64210?idvariedad=256125&opt=d	Caquetas	Impermeables	Hombre
93	Keiryo Diad II Jacket	The North Face 	176.00 €	220.00 €	/the-north-face-keiryo-diad-ii-jacket/p-79685?idvariedad=319180&opt=d	Caquetas	Impermeables	Hombre
94	Point Five Jacket	The North Face 	320.00 €	400.00 €	/the-north-face-point-five-jacket/p-59146?idvariedad=272884&opt=d	Caquetas	Impermeables	Hombre
95	Lightweight Stretch 3L Jacket	Black Yak 	319.20 €	399.00 €	/black-yak-lightweight-stretch-3l-jacket/p-82612?idvariedad=331066&opt=d	Caquetas	Impermeables	Hombre
96	Stormcloud Shell Jacket	Berghaus 	87.75 €	130.00 €	/berghaus-stormcloud-shell-jacket/p-82118?idvariedad=329208&opt=d	Caquetas	Impermeables	Hombre
97	L.I.M III Jacket	Haglöfs 	200.00 €	250.00 €	/haglofs-l.i.m-iii-jacket/p-80421?idvariedad=321719&opt=d	Caquetas	Impermeables	Hombre
98	Ridgemaster Jacket	Berghaus 	179.95 €	250.00 €	/berghaus-ridgemaster-jacket/p-75843?idvariedad=304865&opt=d	Caquetas	Impermeables	Hombre
99	Alpha Sv Jacket	Arc'teryx 	600.00 €	750.00 €	/arcteryx-alpha-sv-jacket/p-58709?idvariedad=338002&opt=d	Caquetas	Impermeables	Hombre
100	Alpha Sv Jacket	Arc'teryx 	600.00 €	750.00 €	/arcteryx-alpha-sv-jacket/p-58709?idvariedad=235064&opt=d	Caquetas	Impermeables	Hombre
101	Camosun Parka	Arc'teryx 	560.00 €	700.00 €	/arcteryx-camosun-parka/p-58807?idvariedad=235705&opt=d	Caquetas	Impermeables	Hombre
102	Camosun Parka	Arc'teryx 	560.00 €	700.00 €	/arcteryx-camosun-parka/p-58807?idvariedad=287762&opt=d	Caquetas	Impermeables	Hombre
103	Beta SV Jacket	Arc'teryx 	560.00 €	700.00 €	/arcteryx-beta-sv-jacket/p-58741?idvariedad=309789&opt=d	Caquetas	Impermeables	Hombre
104	Ciampac 2X Jacket	Salewa 	210.00 €	350.00 €	/salewa-ciampac-2x-jacket/p-60086?idvariedad=242784&opt=d	Caquetas	Impermeables	Hombre
105	Fellmaster Shell Jacket	Berghaus 	176.00 €	220.00 €	/berghaus-fellmaster-shell-jacket/p-82139?idvariedad=329283&opt=d	Caquetas	Impermeables	Hombre
106	Fellmaster Waterproof Jacket	Berghaus 	176.00 €	220.00 €	/berghaus-fellmaster-waterproof-jacket/p-82120?idvariedad=329213&opt=d	Caquetas	Impermeables	Hombre
107	Beta SL Jacket	Arc'teryx 	260.00 €	325.00 €	/arcteryx-beta-sl-jacket/p-62703?idvariedad=309500&opt=d	Caquetas	Impermeables	Hombre
108	Trilogy Core Gtx Pro Jacket	Millet 	454.93 €	649.90 €	/millet-trilogy-core-gtx-pro-jacket/p-79631?idvariedad=320636&opt=d	Caquetas	Impermeables	Hombre
109	Purna 2.5L Jacket	The North Face 	112.00 €	160.00 €	/the-north-face-purna-2.5l-jacket/p-92598?idvariedad=376161&opt=d	Caquetas	Impermeables	Hombre
110	Quest Jacket	The North Face 	75.00 €	110.00 €	/the-north-face-quest-jacket/p-41995?idvariedad=272620&opt=d	Caquetas	Impermeables	Hombre
111	Purna 2L Jacket	The North Face 	119.95 €	190.00 €	/the-north-face-purna-2l-jacket/p-92539?idvariedad=375875&opt=d	Caquetas	Impermeables	Hombre
112	Dryzzle Jacket	The North Face 	160.00 €	200.00 €	/the-north-face-dryzzle-jacket/p-79792?idvariedad=319336&opt=d	Caquetas	Impermeables	Hombre
113	Sangro Jacket	The North Face 	90.00 €	150.00 €	/the-north-face-sangro-jacket/p-80877?idvariedad=323179&opt=d	Caquetas	Impermeables	Hombre
114	Point Five Jacket	The North Face 	320.00 €	400.00 €	/the-north-face-point-five-jacket/p-59146?idvariedad=238154&opt=d	Caquetas	Impermeables	Hombre
115	Ridgemaster Shell Jacket	Berghaus 	186.95 €	250.00 €	/berghaus-ridgemaster-shell-jacket/p-82134?idvariedad=329248&opt=d	Caquetas	Impermeables	Hombre
116	Pedroc 2 GTX Active Jacket	Salewa 	200.57 €	350.00 €	/salewa-pedroc-2-gtx-active-jacket/p-82718?idvariedad=331495&opt=d	Caquetas	Impermeables	Hombre
117	Beta SV Jacket	Arc'teryx 	560.00 €	700.00 €	/arcteryx-beta-sv-jacket/p-58741?idvariedad=319092&opt=d	Caquetas	Impermeables	Hombre
118	Aravis Explorer Interchange Jacket	Columbia 	116.30 €	219.95 €	/columbia-aravis-explorer-interchange-jacket/p-71560?idvariedad=288520&opt=d	Caquetas	Impermeables	Hombre
119	Precip Jacket	Marmot 	71.54 €	100.00 €	/marmot-precip-jacket/p-42428?idvariedad=261934&opt=d	Caquetas	Impermeables	Hombre
120	Quest Jacket	The North Face 	79.80 €	100.00 €	/the-north-face-quest-jacket/p-79973?idvariedad=319794&opt=d	Caquetas	Impermeables	Hombre
121	L.I.M Comp Jacket	Haglöfs 	211.70 €	300.00 €	/haglofs-l.i.m-comp-jacket/p-80423?idvariedad=321760&opt=d	Caquetas	Impermeables	Hombre
122	L.I.M Comp Jacket	Haglöfs 	209.68 €	300.00 €	/haglofs-l.i.m-comp-jacket/p-80465?idvariedad=321877&opt=d	Caquetas	Impermeables	Hombre
123	Alpha SL Jacket	Arc'teryx 	240.00 €	300.00 €	/arcteryx-alpha-sl-jacket/p-41853?idvariedad=218798&opt=d	Caquetas	Impermeables	Hombre
124	Elevation One GTX Jacket	Millet 	239.96 €	299.95 €	/millet-elevation-one-gtx-jacket/p-82518?idvariedad=330855&opt=d	Caquetas	Impermeables	Hombre
125	Kinetic Plus Jacket	Rab 	159.96 €	199.95 €	/rab-kinetic-plus-jacket/p-80440?idvariedad=321772&opt=d	Caquetas	Impermeables	Hombre
126	Evolution Valley Jacket	Columbia 	91.12 €	149.95 €	/columbia-evolution-valley-jacket/p-82076?idvariedad=329032&opt=d	Caquetas	Impermeables	Hombre
127	Alpha AR Jacket	Arc'teryx 	464.00 €	580.00 €	/arcteryx-alpha-ar-jacket/p-58710?idvariedad=293583&opt=d	Caquetas	Impermeables	Hombre
128	Alpha AR Jacket	Arc'teryx 	464.00 €	580.00 €	/arcteryx-alpha-ar-jacket/p-58710?idvariedad=293828&opt=d	Caquetas	Impermeables	Hombre
129	Venture 2 Jacket	The North Face 	112.00 €	140.00 €	/the-north-face-venture-2-jacket/p-79841?idvariedad=319425&opt=d	Caquetas	Impermeables	Hombre
130	Flashpoint 2 Jacket	Rab 	223.96 €	279.95 €	/rab-flashpoint-2-jacket/p-80340?idvariedad=321578&opt=d	Caquetas	Impermeables	Hombre
131	Beta AR Jacket	Arc'teryx 	550.00 €	550.00 €	/arcteryx-beta-ar-jacket/p-80112?idvariedad=320895&opt=d	Caquetas	Impermeables	Hombre
132	Element Blocker Interchange	Columbia 	107.97 €	179.95 €	/columbia-element-blocker-interchange/p-71416?idvariedad=288345&opt=d	Caquetas	Impermeables	Hombre
133	Mountain Light II Shell Jacket	The North Face 	200.00 €	250.00 €	/the-north-face-mountain-light-ii-shell-jacket/p-80031?idvariedad=320080&opt=d	Caquetas	Impermeables	Hombre
134	L.I.M III Jacket	Haglöfs 	200.00 €	250.00 €	/haglofs-l.i.m-iii-jacket/p-80390?idvariedad=321649&opt=d	Caquetas	Impermeables	Hombre
135	Beta LT Jacket	Arc'teryx 	400.00 €	500.00 €	/arcteryx-beta-lt-jacket/p-80189?idvariedad=320839&opt=d	Caquetas	Impermeables	Hombre
136	Evolution Valley Jacket	Columbia 	91.12 €	149.95 €	/columbia-evolution-valley-jacket/p-82072?idvariedad=329026&opt=d	Caquetas	Impermeables	Hombre
137	Aravis Explorer Interchange Jacket	Columbia 	130.95 €	219.95 €	/columbia-aravis-explorer-interchange-jacket/p-71543?idvariedad=288489&opt=d	Caquetas	Impermeables	Hombre
138	Torrentshell Jacket	Patagonia 	84.00 €	140.00 €	/patagonia-torrentshell-jacket/p-84062?idvariedad=337380&opt=d	Caquetas	Impermeables	Hombre
139	Quest Jacket	The North Face 	79.80 €	100.00 €	/the-north-face-quest-jacket/p-79704?idvariedad=319203&opt=d	Caquetas	Impermeables	Hombre
140	Alpha FL Jacket	Arc'teryx 	320.00 €	400.00 €	/arcteryx-alpha-fl-jacket/p-80271?idvariedad=321141&opt=d	Caquetas	Impermeables	Hombre
141	Arrano Jacket	The North Face 	120.00 €	200.00 €	/the-north-face-arrano-jacket/p-54285?idvariedad=313315&opt=d	Caquetas	Impermeables	Hombre
142	Outdry Ex Eco Tech Shell	Columbia 	124.40 €	199.95 €	/columbia-outdry-ex-eco-tech-shell/p-82082?idvariedad=329163&opt=d	Caquetas	Impermeables	Hombre
143	Outdry Ex Featherweight Shell	Columbia 	159.96 €	199.95 €	/columbia-outdry-ex-featherweight-shell/p-82109?idvariedad=329116&opt=d	Caquetas	Impermeables	Hombre
144	Stormcloud Shell Jacket	Berghaus 	87.75 €	130.00 €	/berghaus-stormcloud-shell-jacket/p-82119?idvariedad=329212&opt=d	Caquetas	Impermeables	Hombre
145	Paclite 2.0 Shell Jacket	Berghaus 	133.45 €	190.00 €	/berghaus-paclite-2.0-shell-jacket/p-82133?idvariedad=329246&opt=d	Caquetas	Impermeables	Hombre
146	Beta SL Hybrid Jacket	Arc'teryx 	304.00 €	380.00 €	/arcteryx-beta-sl-hybrid-jacket/p-78078?idvariedad=310006&opt=d	Caquetas	Impermeables	Hombre
147	L.I.M Proof Jacket	Haglöfs 	122.25 €	180.00 €	/haglofs-l.i.m-proof-jacket/p-80388?idvariedad=321644&opt=d	Caquetas	Impermeables	Hombre
148	Galvanized Jacket	Patagonia 	280.00 €	350.00 €	/patagonia-galvanized-jacket/p-79452?idvariedad=316191&opt=d	Caquetas	Impermeables	Hombre
149	Bonatti WP Jacket	Salomon 	119.05 €	170.00 €	/salomon-bonatti-wp-jacket/p-82052?idvariedad=328881&opt=d	Caquetas	Impermeables	Hombre
150	L.I.M Comp Jacket	Haglöfs 	240.00 €	300.00 €	/haglofs-l.i.m-comp-jacket/p-80472?idvariedad=321873&opt=d	Caquetas	Impermeables	Hombre
151	Evolution Valley Jacket	Columbia 	91.12 €	149.95 €	/columbia-evolution-valley-jacket/p-82066?idvariedad=329018&opt=d	Caquetas	Impermeables	Hombre
152	Alpha AR Jacket	Arc'teryx 	464.00 €	580.00 €	/arcteryx-alpha-ar-jacket/p-58710?idvariedad=235380&opt=d	Caquetas	Impermeables	Hombre
153	Steel Pro Jacket	Montura 	324.00 €	540.00 €	/montura-steel-pro-jacket/p-72477?idvariedad=293432&opt=d	Caquetas	Impermeables	Hombre
154	Ridgemaster Jacket	Berghaus 	179.95 €	250.00 €	/berghaus-ridgemaster-jacket/p-75833?idvariedad=304881&opt=d	Caquetas	Impermeables	Hombre
155	Torrentshell Jacket	Patagonia 	103.95 €	140.00 €	/patagonia-torrentshell-jacket/p-79566?idvariedad=317307&opt=d	Caquetas	Impermeables	Hombre
156	Dryzzle Jacket	The North Face 	127.00 €	200.00 €	/the-north-face-dryzzle-jacket/p-64198?idvariedad=256084&opt=d	Caquetas	Impermeables	Hombre
157	Inner Limits Jacket	Columbia 	60.75 €	99.95 €	/columbia-inner-limits-jacket/p-82081?idvariedad=329038&opt=d	Caquetas	Impermeables	Hombre
158	L.I.M Proof Jacket	Haglöfs 	111.45 €	180.00 €	/haglofs-l.i.m-proof-jacket/p-80406?idvariedad=321680&opt=d	Caquetas	Impermeables	Hombre
159	Goyder Termic	Trangoworld 	203.34 €	338.90 €	/trangoworld-goyder-termic/p-82153?idvariedad=329395&opt=d	Caquetas	Impermeables	Hombre
160	Eco Proof Jacket	Haglöfs 	224.20 €	330.00 €	/haglofs-eco-proof-jacket/p-80405?idvariedad=321675&opt=d	Caquetas	Impermeables	Hombre
161	Quest Jacket	The North Face 	75.00 €	110.00 €	/the-north-face-quest-jacket/p-41995?idvariedad=257125&opt=d	Caquetas	Impermeables	Hombre
162	Beta SL Jacket	Arc'teryx 	260.00 €	325.00 €	/arcteryx-beta-sl-jacket/p-62703?idvariedad=272324&opt=d	Caquetas	Impermeables	Hombre
